time_sec,left_goal_deg,left_actual_deg,left_error_deg,left_velocity_raw,left_current_raw,right_goal_deg,right_actual_deg,right_error_deg,right_velocity_raw,right_current_raw
147.5487,158.291,162.246,-3.955,-30,-15,201.709,198.018,3.691,29,15
147.6391,160.137,159.697,0.439,-15,-14,199.863,200.479,-0.615,17,12
147.7320,163.652,158.906,4.746,-2,12,196.348,201.270,-4.922,3,-14
147.8224,168.398,158.994,9.404,1,17,191.602,200.742,-9.141,-6,-16
147.9127,174.111,161.191,12.920,26,17,185.889,198.457,-12.568,-22,-17
148.0036,180.176,165.586,14.590,37,17,179.824,194.150,-14.326,-36,-18
148.0923,186.240,170.508,15.732,43,19,173.760,188.965,-15.205,-43,-19
148.1805,191.777,176.221,15.557,49,19,168.223,183.252,-15.029,-47,-18
148.2699,196.436,182.285,14.150,51,16,163.564,177.275,-13.711,-49,-18
148.3615,199.863,188.350,11.514,47,17,160.137,171.475,-11.338,-45,-17
148.4579,201.709,193.975,7.734,41,15,158.291,166.113,-7.822,-36,-17
148.5563,201.621,198.105,3.516,27,15,158.379,161.807,-3.428,-26,-16
148.6448,199.688,200.303,-0.615,16,14,160.312,159.697,0.615,-14,-14
148.7326,196.348,201.006,-4.658,3,-12,163.652,159.258,4.395,0,-12
148.8194,191.777,200.742,-8.965,-3,-16,168.223,159.346,8.877,2,16
148.9067,186.328,198.721,-12.393,-21,-18,173.672,160.840,12.832,21,20
148.9948,180.352,194.941,-14.590,-35,-18,179.648,165.059,14.590,38,19
149.0824,174.375,189.844,-15.469,-42,-19,185.625,170.068,15.557,44,20
149.1707,168.838,184.219,-15.381,-48,-18,191.162,175.693,15.469,49,20
149.2560,164.180,178.330,-14.150,-49,-19,195.820,181.758,14.062,53,17
149.3430,160.664,172.705,-12.041,-46,-18,199.336,187.559,11.777,49,16
149.4311,158.555,167.607,-9.053,-39,-16,201.445,192.744,8.701,42,16
149.5179,158.115,163.564,-5.449,-33,-15,201.885,196.787,5.098,33,14
149.6058,159.258,160.312,-1.055,-22,-14,200.742,199.775,0.967,21,14
149.6927,161.982,159.082,2.900,-6,-12,198.018,201.094,-3.076,8,12
149.7865,166.377,158.994,7.383,1,15,193.623,201.006,-7.383,-2,-14
149.8732,171.562,159.961,11.602,15,17,188.438,199.600,-11.162,-16,-17
149.9626,177.451,163.652,13.799,34,16,182.549,196.172,-13.623,-32,-18
150.0516,183.516,168.135,15.381,38,18,176.484,191.426,-14.941,-41,-19
150.1389,189.229,173.584,15.645,47,19,170.771,185.889,-15.117,-49,-18
150.2265,194.326,179.297,15.029,50,19,165.674,180.176,-14.502,-49,-18
150.3135,198.281,185.273,13.008,50,17,161.719,174.375,-12.656,-46,-18
150.4068,201.006,191.162,9.844,44,16,158.994,168.750,-9.756,-43,-18
150.4997,201.885,195.908,5.977,35,15,158.115,164.004,-5.889,-36,-16
150.5926,201.006,199.248,1.758,22,14,158.994,160.752,-1.758,-21,-15
150.6853,198.281,200.830,-2.549,9,12,161.719,159.346,2.373,-5,-14
150.7834,193.799,200.918,-7.119,-1,-14,166.201,159.258,6.943,0,13
150.8733,188.438,199.688,-11.250,-14,-16,171.562,159.961,11.602,10,19
150.9785,181.406,195.645,-14.238,-32,-18,178.594,164.268,14.326,36,18
151.0740,174.990,190.371,-15.381,-42,-19,185.010,169.453,15.557,42,18
151.1703,168.838,184.131,-15.293,-48,-18,191.162,175.693,15.469,49,19
151.2694,163.564,177.451,-13.887,-48,-19,196.436,182.637,13.799,52,19
151.3762,159.697,170.684,-10.986,-43,-17,200.303,189.668,10.635,47,16
151.4722,158.115,165.674,-7.559,-34,-16,201.885,194.766,7.119,36,16
151.5636,158.467,161.719,-3.252,-29,-15,201.533,198.633,2.900,28,14
151.6556,160.664,159.346,1.318,-14,-13,199.336,200.742,-1.406,14,13
151.7519,164.619,158.906,5.713,1,13,195.381,201.182,-5.801,0,-13
151.8476,169.893,159.258,10.635,5,17,190.107,200.303,-10.195,-10,-17
151.9448,176.221,162.686,13.535,32,16,183.779,197.051,-13.271,-29,-17
152.0419,182.812,167.607,15.205,37,18,177.188,191.953,-14.766,-39,-19
152.1369,189.141,173.408,15.732,47,19,170.859,185.977,-15.117,-48,-18
152.2287,194.414,179.385,15.029,50,18,165.586,180.000,-14.414,-48,-19
152.3195,198.457,185.713,12.744,51,17,161.543,174.023,-12.480,-47,-18
152.4097,201.094,191.426,9.668,44,16,158.906,168.574,-9.668,-43,-17
152.4995,201.885,195.908,5.977,35,15,158.115,164.004,-5.889,-36,-16
152.5883,201.094,199.072,2.021,23,14,158.906,160.840,-1.934,-21,-15
152.6779,198.545,200.742,-2.197,10,12,161.455,159.346,2.109,-7,-13
152.7681,194.590,200.918,-6.328,-1,-13,165.410,159.346,6.064,0,14
152.8577,189.492,200.127,-10.635,-11,-17,170.508,159.609,10.898,5,19
152.9457,183.691,197.227,-13.535,-27,-18,176.309,162.510,13.799,30,19
153.0347,177.627,192.744,-15.117,-38,-18,182.373,167.168,15.205,39,19
153.1235,171.738,187.383,-15.645,-45,-19,188.262,172.529,15.732,46,20
153.2167,166.201,181.055,-14.854,-49,-18,193.799,178.857,14.941,52,18
153.3087,161.895,174.902,-13.008,-47,-17,198.105,185.449,12.656,52,17
153.4013,159.082,169.277,-10.195,-42,-17,200.918,191.074,9.844,43,16
153.4924,158.115,164.707,-6.592,-35,-16,201.885,195.732,6.152,34,16
153.5841,158.818,160.928,-2.109,-26,-14,201.182,199.248,1.934,24,13
153.6754,161.279,159.170,2.109,-9,-13,198.721,200.918,-2.197,11,13
153.7694,165.498,158.994,6.504,1,13,194.502,201.094,-6.592,0,-14
153.8623,170.859,159.521,11.338,11,16,189.141,199.951,-10.811,-13,-17
153.9542,176.924,163.213,13.711,34,17,183.076,196.523,-13.447,-30,-18
154.0481,183.252,167.959,15.293,38,19,176.748,191.602,-14.854,-41,-19
154.1410,189.404,173.672,15.732,47,19,170.596,185.713,-15.117,-48,-18
154.2347,194.766,179.912,14.854,51,18,165.234,179.561,-14.326,-48,-19
154.3279,198.809,186.328,12.480,50,17,161.191,173.496,-12.305,-47,-19
154.4218,201.270,192.129,9.141,43,16,158.730,167.959,-9.229,-41,-17
154.5161,201.885,196.699,5.186,33,15,158.115,163.301,-5.186,-33,-16
154.6086,200.654,199.600,1.055,21,15,159.346,160.312,-0.967,-19,-14
154.7033,197.578,200.918,-3.340,7,12,162.422,159.258,3.164,-3,-14
154.7966,193.096,200.830,-7.734,-1,-14,166.904,159.258,7.646,1,16
154.8897,187.383,199.248,-11.865,-17,-17,172.617,160.312,12.305,16,18
154.9836,181.055,195.469,-14.414,-33,-19,178.945,164.531,14.414,36,19
155.0767,174.814,190.195,-15.381,-42,-18,185.186,169.717,15.469,44,20
155.1705,168.838,184.131,-15.293,-48,-18,191.162,175.693,15.469,49,20
155.2641,163.828,177.803,-13.975,-47,-17,196.172,182.285,13.887,52,18
155.3572,160.225,171.826,-11.602,-45,-18,199.775,188.525,11.250,48,16
155.4513,158.291,166.641,-8.350,-37,-16,201.709,193.799,7.910,39,16
155.5052,158.115,164.092,-5.977,-34,-16,201.885,196.260,5.625,34,15
155.6091,159.346,160.225,-0.879,-21,-14,200.654,199.863,0.791,20,14
155.7043,162.422,158.994,3.428,-5,-13,197.578,201.094,-3.516,6,12
155.7980,166.992,158.994,7.998,0,15,193.008,201.006,-7.998,-2,-15
155.8920,172.705,160.488,12.217,20,17,187.295,199.160,-11.865,-19,-17
155.9869,179.121,164.795,14.326,35,17,180.879,194.941,-14.062,-34,-19
156.0830,185.625,169.893,15.732,42,18,174.375,189.580,-15.205,-43,-17
156.1785,191.602,176.133,15.469,49,18,168.398,183.340,-14.941,-47,-18
156.2871,197.227,183.516,13.711,51,17,162.773,176.221,-13.447,-46,-17
156.4196,201.270,191.689,9.580,42,15,158.730,168.223,-9.492,-42,-17
156.5298,201.797,196.787,5.010,30,16,158.203,163.213,-5.010,-29,-16
156.6275,200.215,199.863,0.352,20,14,159.785,160.137,-0.352,-19,-14
156.7165,197.051,201.006,-3.955,6,12,162.949,159.258,3.691,-2,-14
156.8056,192.568,200.830,-8.262,-1,-15,167.432,159.258,8.174,1,15
156.8946,187.119,199.072,-11.953,-19,-17,172.881,160.488,12.393,18,18
156.9858,180.967,195.381,-14.414,-33,-18,179.033,164.531,14.502,36,19
157.0835,174.375,189.844,-15.469,-42,-19,185.625,170.068,15.557,44,19
157.1770,168.486,183.779,-15.293,-48,-18,191.514,176.133,15.381,50,19
157.2698,163.564,177.539,-13.975,-48,-18,196.436,182.637,13.799,52,17
157.3664,159.961,171.387,-11.426,-45,-18,200.039,189.053,10.986,48,16
157.4572,158.291,166.465,-8.174,-36,-16,201.709,194.062,7.646,39,15
157.5474,158.291,162.334,-4.043,-30,-15,201.709,198.018,3.691,30,14
157.6364,160.049,159.697,0.352,-16,-14,199.951,200.391,-0.439,17,13
157.7249,163.301,158.906,4.395,-4,2,196.699,201.182,-4.482,3,-11
157.8129,167.871,158.994,8.877,1,16,192.129,200.830,-8.701,-4,-15
157.9012,173.320,160.752,12.568,23,18,186.680,198.809,-12.129,-21,-18
157.9889,179.297,164.883,14.414,36,17,180.703,194.854,-14.150,-35,-17
158.0786,185.361,169.717,15.645,42,19,174.639,189.756,-15.117,-43,-18
158.1686,191.074,175.605,15.469,50,19,168.926,184.043,-15.117,-46,-19
158.2606,195.996,181.758,14.238,51,18,164.004,177.715,-13.711,-50,-18
158.3532,199.600,187.910,11.689,47,16,160.400,171.914,-11.514,-45,-18
158.4485,201.621,193.535,8.086,41,15,158.379,166.553,-8.174,-38,-16
158.5557,201.621,198.105,3.516,27,15,158.379,161.807,-3.428,-27,-15
158.6518,199.512,200.391,-0.879,15,13,160.488,159.609,0.879,-12,-14
158.7431,195.820,201.006,-5.186,2,-12,164.180,159.258,4.922,0,-3
158.8355,190.811,200.566,-9.756,-5,-17,169.189,159.346,9.844,2,18
158.9289,184.834,197.930,-13.096,-25,-18,175.166,161.719,13.447,27,18
159.0209,178.594,193.535,-14.941,-37,-19,181.406,166.465,14.941,40,19
159.1131,172.441,187.998,-15.557,-44,-19,187.559,171.914,15.645,45,18
159.2039,166.904,181.934,-15.029,-49,-18,193.096,177.979,15.117,50,18
159.2968,162.422,175.693,-13.271,-48,-18,197.578,184.482,13.096,52,17
159.3907,159.346,169.893,-10.547,-43,-18,200.654,190.459,10.195,44,16
159.4844,158.115,165.059,-6.943,-35,-16,201.885,195.381,6.504,35,15
159.5761,158.730,161.191,-2.461,-28,-15,201.270,198.984,2.285,25,14
159.6687,161.104,159.170,1.934,-11,-13,198.896,200.918,-2.021,12,14
159.7632,165.146,158.994,6.152,2,13,194.854,201.182,-6.328,1,-14
159.8699,171.299,159.785,11.514,14,17,188.701,199.775,-11.074,-15,-17
159.9645,177.627,163.652,13.975,33,18,182.373,196.084,-13.711,-31,-18
160.0577,183.955,168.398,15.557,39,19,176.045,191.162,-15.117,-41,-18
160.1525,190.107,174.463,15.645,49,19,169.893,185.098,-15.205,-48,-19
160.2479,195.381,180.879,14.502,51,19,164.619,178.682,-14.062,-48,-19
160.3416,199.248,187.207,12.041,48,16,160.752,172.617,-11.865,-48,-18
160.4354,201.445,192.920,8.525,42,16,158.555,167.168,-8.613,-39,-16
160.5296,201.797,197.139,4.658,30,15,158.203,162.773,-4.570,-30,-16
160.6219,200.303,199.863,0.439,19,13,159.697,160.049,-0.352,-18,-14
160.7142,197.139,201.006,-3.867,6,12,162.861,159.258,3.604,-2,-14
160.8059,192.568,200.830,-8.262,-1,-15,167.432,159.258,8.174,1,15
160.8990,186.855,198.984,-12.129,-20,-17,173.145,160.752,12.393,20,19
160.9914,180.527,195.029,-14.502,-34,-19,179.473,164.971,14.502,37,19
161.0863,174.199,189.668,-15.469,-42,-19,185.801,170.332,15.469,45,19
161.1813,168.223,183.428,-15.205,-48,-19,191.777,176.396,15.381,49,19
161.2772,163.213,177.012,-13.799,-48,-18,196.787,183.164,13.623,52,17
161.3699,159.873,171.211,-11.338,-44,-18,200.127,189.229,10.898,47,16
161.4617,158.203,166.201,-7.998,-36,-16,201.797,194.326,7.471,39,15
161.5535,158.379,161.982,-3.604,-30,-15,201.621,198.369,3.252,29,15
161.6478,160.400,159.434,0.967,-14,-14,199.600,200.566,-0.967,15,13
161.7387,164.004,158.906,5.098,-1,12,195.996,201.182,-5.186,2,-13
161.8294,168.838,158.994,9.844,1,17,191.162,200.566,-9.404,-7,-16
161.9229,174.814,161.631,13.184,28,17,185.186,198.018,-12.832,-25,-18
162.0166,181.143,166.289,14.854,37,18,178.857,193.447,-14.590,-37,-18
162.1094,187.383,171.650,15.732,46,20,172.617,187.822,-15.205,-45,-18
162.2030,193.008,177.627,15.381,45,18,166.992,181.670,-14.678,-49,-18
162.3003,197.754,184.482,13.271,51,18,162.246,175.254,-13.008,-45,-20
162.3940,200.742,190.371,10.371,45,16,159.258,169.541,-10.283,-43,-18
162.4857,201.885,195.381,6.504,36,15,158.115,164.795,-6.680,-35,-16
162.5794,201.270,198.809,2.461,24,14,158.730,161.104,-2.373,-23,-15
162.6728,198.809,200.654,-1.846,12,13,161.191,159.346,1.846,-8,-14
162.7642,194.766,200.918,-6.152,-1,-13,165.234,159.258,5.977,0,12
162.8570,189.492,200.127,-10.635,-10,-16,170.508,159.521,10.986,4,19
162.9487,183.516,197.051,-13.535,-28,-18,176.484,162.686,13.799,31,18
163.0436,177.012,192.217,-15.205,-39,-18,182.988,167.695,15.293,40,20
163.1365,170.947,186.416,-15.469,-46,-19,189.053,173.496,15.557,46,21
163.2282,165.586,180.176,-14.590,-49,-18,194.414,179.736,14.678,52,18
163.3238,161.367,174.023,-12.656,-46,-19,198.633,186.328,12.305,50,17
163.4186,158.818,168.398,-9.580,-40,-17,201.182,192.041,9.141,42,17
163.5093,158.115,163.916,-5.801,-34,-16,201.885,196.436,5.449,33,15
163.6030,159.170,160.488,-1.318,-22,-13,200.830,199.688,1.143,21,14
163.6932,161.982,159.082,2.900,-6,-13,198.018,201.094,-3.076,8,12
163.7862,166.377,158.994,7.383,1,13,193.623,201.094,-7.471,-1,-15
163.8794,171.914,160.049,11.865,17,18,188.086,199.512,-11.426,-17,-17
163.9709,178.066,164.004,14.062,35,17,181.934,195.732,-13.799,-33,-18
164.0654,184.395,168.838,15.557,40,19,175.605,190.547,-14.941,-42,-18
164.1581,190.459,174.902,15.557,49,19,169.541,184.658,-15.117,-47,-18
164.2525,195.645,181.143,14.502,52,17,164.355,178.330,-13.975,-48,-18
164.3461,199.424,187.383,12.041,48,16,160.576,172.354,-11.777,-47,-19
164.4392,201.533,193.008,8.525,42,15,158.467,166.992,-8.525,-39,-17
164.5327,201.797,197.314,4.482,30,14,158.203,162.686,-4.482,-29,-16
164.6250,200.215,199.951,0.264,18,13,159.785,160.049,-0.264,-16,-15
164.7185,196.963,201.006,-4.043,5,9,163.037,159.258,3.779,-2,-13
164.8099,192.305,200.830,-8.525,-2,-15,167.695,159.346,8.350,2,15
164.9023,186.592,198.809,-12.217,-21,-17,173.408,160.752,12.656,20,19
164.9972,180.176,194.678,-14.502,-35,-18,179.824,165.234,14.590,38,18
165.0904,173.848,189.316,-15.469,-42,-19,186.152,170.508,15.645,44,19
165.1850,167.959,183.164,-15.205,-48,-18,192.041,176.660,15.381,49,20
165.2797,163.125,176.836,-13.711,-48,-19,196.875,183.428,13.447,53,17
165.3739,159.785,170.859,-11.074,-44,-17,200.215,189.580,10.635,46,16
165.4691,158.203,165.762,-7.559,-35,-17,201.797,194.678,7.119,38,15
165.5632,158.467,161.631,-3.164,-28,-15,201.533,198.545,2.988,28,14
165.6561,160.664,159.346,1.318,-13,-13,199.336,200.742,-1.406,15,12
165.7508,164.531,158.906,5.625,1,12,195.469,201.094,-5.625,1,-14
165.8458,169.805,159.258,10.547,5,17,190.195,200.303,-10.107,-10,-16
165.9378,175.781,162.334,13.447,31,18,184.219,197.402,-13.184,-27,-18
166.0325,182.197,166.992,15.205,37,19,177.803,192.568,-14.766,-37,-18
166.1252,188.350,172.617,15.732,47,19,171.650,186.768,-15.117,-48,-18
166.2188,193.887,178.770,15.117,48,19,166.113,180.703,-14.590,-50,-18
166.3122,198.193,185.273,12.920,50,18,161.807,174.551,-12.744,-45,-19
166.4063,201.006,191.074,9.932,44,16,158.994,168.750,-9.756,-43,-16
166.4998,201.885,195.908,5.977,35,15,158.115,164.092,-5.977,-35,-16
166.5920,201.006,199.248,1.758,23,13,158.994,160.752,-1.758,-21,-15
166.6853,198.281,200.830,-2.549,9,12,161.719,159.346,2.373,-6,-14
166.7764,194.150,200.918,-6.768,0,-15,165.850,159.258,6.592,0,13
166.8708,188.613,199.863,-11.250,-13,-18,171.387,159.785,11.602,9,20
166.9643,182.373,196.348,-13.975,-31,-19,177.627,163.477,14.150,33,20
167.0578,176.045,191.426,-15.381,-41,-19,183.955,168.574,15.381,41,21
167.1513,169.980,185.449,-15.469,-47,-18,190.020,174.463,15.557,47,20
167.2458,164.707,179.121,-14.414,-48,-18,195.293,180.967,14.326,53,18
167.3381,160.840,172.969,-12.129,-46,-18,199.160,187.295,11.865,49,17
167.4325,158.555,167.520,-8.965,-40,-16,201.445,192.920,8.525,41,15
167.5251,158.115,163.213,-5.098,-31,-15,201.885,197.227,4.658,32,15
167.6192,159.609,159.961,-0.352,-19,-14,200.391,200.039,0.352,19,13
167.7135,162.861,158.906,3.955,-4,-13,197.139,201.182,-4.043,5,7
167.8079,167.607,158.994,8.613,0,16,192.393,200.918,-8.525,-3,-15
167.9027,173.408,160.928,12.480,24,17,186.592,198.809,-12.217,-21,-18
167.9966,179.824,165.322,14.502,36,18,180.176,194.502,-14.326,-35,-18
168.0896,186.064,170.420,15.645,43,19,173.936,189.141,-15.205,-44,-18
168.1843,191.953,176.572,15.381,48,20,168.047,182.988,-14.941,-48,-19
168.2789,196.875,183.076,13.799,52,17,163.125,176.660,-13.535,-48,-19
168.3744,200.215,189.229,10.986,46,17,159.785,170.771,-10.986,-43,-17
168.4690,201.797,194.502,7.295,38,14,158.203,165.586,-7.383,-35,-16
168.5615,201.533,198.281,3.252,27,13,158.467,161.719,-3.252,-26,-16
168.6540,199.424,200.479,-1.055,15,13,160.576,159.521,1.055,-12,-14
168.7491,195.557,201.006,-5.449,1,-13,164.443,159.258,5.186,0,12
168.8423,190.371,200.391,-10.020,-7,-17,169.629,159.434,10.195,2,17
168.9355,184.395,197.666,-13.271,-26,-17,175.605,161.982,13.623,29,19
169.0274,178.154,193.096,-14.941,-38,-19,181.846,166.816,15.029,40,18
169.1205,171.914,187.471,-15.557,-44,-19,188.086,172.441,15.645,46,20
169.2131,166.377,181.230,-14.854,-49,-19,193.623,178.682,14.941,51,19
169.3078,161.982,174.990,-13.008,-47,-18,198.018,185.361,12.656,51,16
169.4021,159.082,169.189,-10.107,-42,-17,200.918,191.162,9.756,43,16
169.4945,158.115,164.619,-6.504,-35,-16,201.885,195.820,6.064,34,15
169.5871,158.906,160.840,-1.934,-25,-14,201.094,199.248,1.846,23,14
169.6818,161.543,159.082,2.461,-9,-13,198.457,201.006,-2.549,11,13
169.7749,165.762,158.994,6.768,2,14,194.238,201.094,-6.855,-1,-15
169.8690,171.299,159.785,11.514,14,18,188.701,199.775,-11.074,-14,-16
169.9620,177.451,163.564,13.887,34,16,182.549,196.260,-13.711,-32,-18
170.0553,183.779,168.398,15.381,39,19,176.221,191.250,-15.029,-41,-19
170.1491,189.844,174.287,15.557,48,19,170.156,185.361,-15.205,-48,-20
170.2419,195.117,180.352,14.766,51,18,164.883,179.121,-14.238,-47,-19
170.3358,199.072,186.768,12.305,49,16,160.928,172.969,-12.041,-47,-18
170.4310,201.445,192.568,8.877,42,16,158.555,167.432,-8.877,-40,-17
170.5243,201.885,196.963,4.922,32,15,158.115,162.949,-4.834,-31,-16
170.6207,200.391,199.951,0.439,19,13,159.609,160.049,-0.439,-18,-15
170.7296,196.436,201.094,-4.658,4,-12,163.564,159.170,4.395,-1,-12
170.8317,191.074,200.566,-9.492,-4,-16,168.926,159.346,9.580,2,17
170.9378,184.219,197.578,-13.359,-26,-18,175.781,162.070,13.711,28,19
171.0323,177.803,193.008,-15.205,-38,-19,182.197,166.904,15.293,39,19
171.1256,171.562,187.119,-15.557,-46,-19,188.438,172.617,15.820,46,21
171.2189,166.113,180.791,-14.678,-49,-18,193.887,179.033,14.854,52,18
171.3141,161.719,174.463,-12.744,-47,-19,198.281,185.801,12.480,51,17
171.4068,158.994,168.926,-9.932,-41,-16,201.006,191.426,9.580,43,16
171.5014,158.115,164.355,-6.240,-34,-15,201.885,196.084,5.801,34,15
171.5958,159.082,160.576,-1.494,-24,-13,200.918,199.512,1.406,21,14
171.6888,161.807,159.082,2.725,-7,-13,198.193,201.006,-2.812,8,12
171.7830,166.201,158.994,7.207,1,14,193.799,201.094,-7.295,-1,-15
171.8822,172.090,160.137,11.953,17,17,187.910,199.424,-11.514,-18,-17
171.9813,178.770,164.443,14.326,35,18,181.230,195.293,-14.062,-34,-17
172.0766,185.186,169.541,15.645,42,19,174.814,189.932,-15.117,-43,-18
172.1763,191.514,176.045,15.469,50,19,168.486,183.604,-15.117,-46,-18
172.2752,196.699,182.725,13.975,52,17,163.301,176.924,-13.623,-48,-17
172.3802,200.391,189.492,10.898,45,16,159.609,170.420,-10.811,-43,-18
172.4861,201.885,195.293,6.592,36,16,158.115,164.795,-6.680,-35,-16
172.5802,201.270,198.809,2.461,24,15,158.730,161.191,-2.461,-23,-16
172.6732,198.721,200.654,-1.934,11,13,161.279,159.434,1.846,-9,-15
172.7661,194.678,200.918,-6.240,-1,-13,165.322,159.346,5.977,0,13
172.8584,189.404,200.039,-10.635,-11,-17,170.596,159.609,10.986,5,19
172.9520,183.252,196.963,-13.711,-28,-19,176.748,162.861,13.887,32,18
173.0444,177.012,192.217,-15.205,-39,-18,182.988,167.783,15.205,39,19
173.1363,170.947,186.504,-15.557,-46,-19,189.053,173.320,15.732,46,20
173.2294,165.586,180.264,-14.678,-49,-18,194.414,179.736,14.678,52,18
173.3220,161.455,174.111,-12.656,-46,-19,198.545,186.152,12.393,50,17
173.4155,158.818,168.486,-9.668,-41,-17,201.182,191.865,9.316,43,16
173.5092,158.115,164.004,-5.889,-34,-15,201.885,196.436,5.449,33,14
173.6015,159.170,160.488,-1.318,-23,-14,200.830,199.600,1.230,21,13
173.6949,162.070,158.994,3.076,-6,-13,197.930,201.094,-3.164,8,13
173.7870,166.377,158.994,7.383,1,15,193.623,201.094,-7.471,-1,-15
173.8797,171.914,160.049,11.865,17,18,188.086,199.512,-11.426,-17,-17
173.9721,178.154,164.004,14.150,34,17,181.846,195.732,-13.887,-32,-18
174.0645,184.395,168.750,15.645,40,19,175.605,190.723,-15.117,-42,-19
174.1586,190.459,174.814,15.645,49,19,169.541,184.746,-15.205,-47,-18
174.2535,195.645,181.230,14.414,52,18,164.355,178.242,-13.887,-48,-18
174.3497,199.512,187.734,11.777,48,17,160.488,172.178,-11.689,-46,-18
174.4444,201.621,193.271,8.350,41,17,158.379,166.816,-8.438,-38,-17
174.5371,201.797,197.490,4.307,30,15,158.203,162.510,-4.307,-30,-15
174.6315,200.039,200.127,-0.088,18,13,159.961,159.785,0.176,-16,-14
174.7253,196.611,201.094,-4.482,4,0,163.389,159.170,4.219,-2,-13
174.8188,191.777,200.654,-8.877,-4,-15,168.223,159.346,8.877,2,15
174.9144,185.801,198.457,-12.656,-22,-18,174.199,161.279,12.920,24,19
175.0086,179.473,194.150,-14.678,-35,-19,180.527,165.938,14.590,39,18
175.1018,173.145,188.701,-15.557,-43,-19,186.855,171.299,15.557,45,20
175.1966,167.344,182.461,-15.117,-49,-18,192.656,177.451,15.205,49,21
175.2914,162.598,176.133,-13.535,-48,-18,197.402,184.219,13.184,52,17
175.3873,159.434,170.156,-10.723,-44,-17,200.566,190.195,10.371,45,16
175.4821,158.115,165.234,-7.119,-35,-15,201.885,195.205,6.680,36,15
175.5765,158.730,161.191,-2.461,-27,-14,201.270,198.984,2.285,25,14
175.6711,161.191,159.258,1.934,-10,-14,198.809,200.918,-2.109,12,14
175.7656,165.322,158.994,6.328,1,13,194.678,201.094,-6.416,0,-14
175.8583,170.596,159.521,11.074,10,17,189.404,200.039,-10.635,-12,-17
175.9531,176.836,163.037,13.799,33,17,183.164,196.611,-13.447,-30,-19
176.0467,183.164,167.783,15.381,37,19,176.836,191.777,-14.941,-40,-20
176.1446,189.580,173.936,15.645,49,20,170.420,185.537,-15.117,-48,-19
176.2471,195.381,180.703,14.678,51,18,164.619,178.770,-14.150,-47,-18
176.3506,199.512,187.734,11.777,47,16,160.488,172.178,-11.689,-46,-18
176.4496,201.621,193.535,8.086,41,16,158.379,166.641,-8.262,-37,-17
176.5478,201.709,197.754,3.955,29,14,158.291,162.158,-3.867,-28,-15
176.6424,199.775,200.303,-0.527,17,14,160.225,159.697,0.527,-14,-14
176.7371,196.084,201.006,-4.922,2,-12,163.916,159.258,4.658,0,-12
176.8314,191.074,200.566,-9.492,-5,-16,168.926,159.346,9.580,2,17
176.9252,185.098,198.018,-12.920,-24,-17,174.902,161.631,13.271,26,19
177.0184,178.770,193.623,-14.854,-38,-18,181.230,166.377,14.854,40,19
177.1132,172.354,187.998,-15.645,-44,-20,187.646,171.914,15.732,46,20
177.2094,166.641,181.494,-14.854,-49,-18,193.359,178.330,15.029,50,20
177.3080,161.982,174.990,-13.008,-47,-18,198.018,185.361,12.656,52,16
177.4029,159.082,169.189,-10.107,-42,-18,200.918,191.162,9.756,43,16
177.4962,158.115,164.619,-6.504,-35,-16,201.885,195.820,6.064,34,15
177.5896,158.906,160.752,-1.846,-25,-14,201.094,199.336,1.758,23,14
177.6846,161.631,159.082,2.549,-7,-13,198.369,201.006,-2.637,10,13
177.7769,165.850,158.994,6.855,2,14,194.150,201.094,-6.943,-1,-14
177.8703,171.299,159.785,11.514,14,17,188.701,199.775,-11.074,-14,-17
177.9649,177.627,163.652,13.975,34,17,182.373,196.084,-13.711,-32,-18
178.0584,183.955,168.398,15.557,39,19,176.045,191.074,-15.029,-41,-19
178.1520,190.020,174.375,15.645,49,19,169.980,185.273,-15.293,-48,-19
178.2457,195.293,180.615,14.678,51,18,164.707,178.857,-14.150,-48,-18
178.3407,199.248,187.031,12.217,48,17,160.752,172.617,-11.865,-47,-19
178.4364,201.533,192.920,8.613,42,16,158.467,167.168,-8.701,-39,-16
178.5312,201.797,197.314,4.482,31,15,158.203,162.686,-4.482,-30,-16
178.6247,200.303,200.039,0.264,19,13,159.697,160.049,-0.352,-17,-15
178.7196,196.875,201.006,-4.131,4,12,163.125,159.258,3.867,-1,-13
178.8123,192.217,200.742,-8.525,-2,-16,167.783,159.346,8.438,2,15
178.9058,186.328,198.721,-12.393,-21,-18,173.672,160.840,12.832,21,20
178.9977,180.088,194.766,-14.678,-34,-19,179.912,165.234,14.678,38,19
179.0900,173.936,189.404,-15.469,-43,-19,186.064,170.508,15.557,45,19
179.1852,167.959,183.164,-15.205,-49,-18,192.041,176.572,15.469,49,19
179.2773,163.213,176.924,-13.711,-48,-18,196.787,183.164,13.623,51,18
179.3702,159.873,171.035,-11.162,-44,-17,200.127,189.316,10.811,48,16
179.4648,158.203,166.025,-7.822,-35,-16,201.797,194.414,7.383,38,16
179.5578,158.467,161.807,-3.340,-29,-14,201.533,198.457,3.076,28,14
179.6521,160.576,159.346,1.230,-13,-13,199.424,200.654,-1.230,15,14
179.7464,164.355,158.994,5.361,0,12,195.645,201.094,-5.449,2,-12
179.8398,169.453,159.082,10.371,2,18,190.547,200.479,-9.932,-9,-18
179.9336,175.518,162.158,13.359,31,17,184.482,197.578,-13.096,-26,-17
180.0263,181.758,166.729,15.029,37,19,178.242,192.920,-14.678,-37,-19
